id,renewal,incentives
649,0.9999998807907104,1536.7976250000015
81136,1.0,2030.8933750000028
70762,0.9967203736305236,2029.5955000000026
53935,0.9999938011169434,1727.284250000002
15476,0.9977737069129944,1951.9600000000023
64797,1.0,2030.8933750000028
67412,0.0037524551153182975,29.192937500000042
44241,0.9999822378158568,1727.279625000002
5069,0.999998927116394,2096.173312500003
16615,0.9999997615814208,2384.0930000000035
84281,0.9999998807907104,2245.2752500000024
82623,0.8863746523857117,1115.8997500000014
86475,0.99062180519104,2027.1710000000026
68263,0.9999920129776,1159.1101250000015
113135,0.6756477952003479,1020.5438125000012
45532,0.9994844198226928,2201.269500000003
102161,0.9998397827148438,1855.6972500000024
84789,0.999940037727356,2412.366875000003
62398,0.9991053938865662,2030.5397500000026
70148,0.999997854232788,1536.7968750000014
102487,0.9943072199821472,2093.9142500000025
100513,0.9999971389770508,2030.892250000003
92702,0.9998189806938172,1748.2956250000025
25051,0.9988138675689696,1952.3705000000027
92920,0.9999992847442628,2096.1735000000026
25520,0.9999969005584716,2030.892000000003
81869,0.9999895095825196,2508.9985625000027
75402,1.0,1855.7600000000025
34053,0.9998703002929688,1159.0662500000017
21191,0.9999996423721312,1952.8380000000025
10864,0.9999639987945556,1727.2725000000023
6349,0.9999990463256836,1855.7597500000024
85213,0.9999964237213136,1855.7586250000027
17255,0.9999995231628418,1727.286375000002
108351,0.17723411321640015,909.8018750000012
51437,0.9999970197677612,2030.892187500003
88629,0.8560134172439575,2183.5748750000025
85367,1.0,1159.1130000000016
12313,0.99999737739563,1159.1120625000015
71659,0.9988374114036559,2030.4337500000029
35142,0.999998927116394,1727.286125000002
62988,0.9999996423721312,2201.474000000003
8793,0.9999980926513672,1536.7969375000014
11433,1.0,1952.8381875000025
30586,0.9999992847442628,2201.473812500003
53012,0.9970059990882874,1535.647750000002
87924,0.9999998807907104,1855.7600000000025
106177,0.9999959468841552,2030.891750000003
63058,0.998904824256897,2201.0395000000035
99537,0.9999932050704956,2096.171250000002
35336,0.9994239807128906,2245.046687500002
78691,0.9999752044677734,1159.1040625000016
16161,0.9999995231628418,1952.8380000000025
94318,0.9999862909317015,1727.2812500000018
96583,0.9999959468841552,1536.7961250000017
104560,0.9999992847442628,1748.3660000000023
19638,0.9999991655349731,2353.640125000003
26080,0.9977849721908568,2030.0172500000026
113482,0.9999997615814208,1855.7600000000025
82175,0.999998927116394,1536.7972500000014
1239,0.9999961853027344,1536.7962500000017
32521,0.9995045661926271,2030.697562500003
68529,1.0,1855.7600000000025
38882,0.15827392041683194,1038.8468125000013
8299,0.9999990463256836,1536.7972500000014
98521,0.9989173412322998,2095.7450000000026
47257,0.9999995231628418,1855.7598750000025
42445,1.0,2096.1738750000027
104700,0.9969178438186646,2094.952000000003
109204,1.0,2096.1738750000027
20138,0.9995367527008056,1952.6557500000026
28468,0.9999957084655762,2284.7485000000033
94964,0.2269590497016907,1571.1498125000019
59773,0.999685525894165,1536.6770000000015
17261,0.9999998807907104,2201.474000000003
9570,0.9978874325752258,1535.9866250000018
55159,0.4366801381111145,1408.8360000000016
82480,1.0,1536.7977500000015
51225,0.9248148202896118,1825.1110625000026
53176,0.5293923616409302,937.3826875000013
82883,0.9210444688796996,1505.3046250000016
63590,0.9999997615814208,2201.474000000003
